accession_number,technology,assembly,country
KX456678.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456677.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456676.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456675.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456674.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456673.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456672.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456671.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456670.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456669.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456668.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456667.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456666.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456665.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456664.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456663.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456662.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456661.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456660.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456659.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456658.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456657.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456656.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456655.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456654.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456653.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456652.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456651.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456650.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456649.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456648.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456647.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456646.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456645.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456644.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456643.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456642.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456641.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456640.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456639.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456638.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456637.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456636.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456635.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456634.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456633.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456632.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456631.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456630.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456629.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456628.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456627.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456626.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456625.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456624.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456623.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456622.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456621.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456620.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456619.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456618.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456617.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456616.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456615.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456614.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456613.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456612.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456611.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456610.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456609.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456608.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456607.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456606.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456605.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456604.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456603.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456602.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456601.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456600.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456599.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456598.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456597.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456596.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456595.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456594.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456593.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456592.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456591.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456590.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456589.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456588.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456587.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456586.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456585.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456584.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456583.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456582.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456581.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456580.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456579.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456578.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456577.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456576.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456575.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456574.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456573.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456572.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456571.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456570.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456569.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456568.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456567.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456566.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456565.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456564.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456563.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456562.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456561.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456560.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456559.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456558.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456557.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456556.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456555.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456554.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456553.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
ON127725.1,Illumina,metaSPAdes v. 3.13.0,China
ON127724.1,Illumina,metaSPAdes v. 3.13.0,China
ON127723.1,Illumina,metaSPAdes v. 3.13.0,China
ON127722.1,Illumina,metaSPAdes v. 3.13.0,China
ON127721.1,Illumina,metaSPAdes v. 3.13.0,China
ON127720.1,Illumina,metaSPAdes v. 3.13.0,China
ON127719.1,Illumina,metaSPAdes v. 3.13.0,China
ON127718.1,Illumina,metaSPAdes v. 3.13.0,China
ON127717.1,Illumina,metaSPAdes v. 3.13.0,China
ON127716.1,Illumina,metaSPAdes v. 3.13.0,China
ON127715.1,Illumina,metaSPAdes v. 3.13.0,China
ON127714.1,Illumina,metaSPAdes v. 3.13.0,China
ON127713.1,Illumina,metaSPAdes v. 3.13.0,China
ON127712.1,Illumina,metaSPAdes v. 3.13.0,China
ON127711.1,Illumina,metaSPAdes v. 3.13.0,China
ON127710.1,Illumina,metaSPAdes v. 3.13.0,China
ON127709.1,Illumina,metaSPAdes v. 3.13.0,China
ON127708.1,Illumina,metaSPAdes v. 3.13.0,China
ON127707.1,Illumina,metaSPAdes v. 3.13.0,China
ON127706.1,Illumina,metaSPAdes v. 3.13.0,China
OQ596674.1,NA,NA,"Russia: Magadan Region, Topolovka"
OQ596673.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596671.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596670.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596669.1,NA,NA,"Russia: Magadan Region, Gizhiga"
OQ596668.1,NA,NA,"Russia: Magadan Region, Gizhiga"
OQ596667.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596666.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596665.1,NA,NA,"Russia: Magadan Region, Topolovka"
OQ596663.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596662.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596661.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596660.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596659.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596658.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596657.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596655.1,NA,NA,"Russia: Magadan Region, Gizhiga"
OQ596654.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596653.1,NA,NA,"Russia: Magadan Region, Evensk"
OQ596652.1,NA,NA,"Russia: Magadan Region, Evensk"
KX456552.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456551.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456550.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456549.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456548.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456547.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456546.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456545.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456544.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456543.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456542.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456541.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456540.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456539.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456538.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456537.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456536.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456535.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456534.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456533.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456532.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456531.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456530.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456529.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456528.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456527.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456526.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456525.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456524.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456523.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456522.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456521.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456520.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456519.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456518.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456517.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456516.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456515.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456514.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456513.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456512.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456511.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456510.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456509.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456508.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456507.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456506.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456505.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456504.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456503.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456502.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456501.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456500.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456499.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456498.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456497.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456496.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456495.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456494.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456493.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456492.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456491.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456490.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456489.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456488.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456487.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456486.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456485.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456484.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456483.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456482.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456481.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456480.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456479.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456478.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456477.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456476.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456475.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456474.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456473.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456472.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456471.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456470.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456469.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456468.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456467.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456466.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456465.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456464.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456463.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456462.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456461.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456460.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456459.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456458.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456457.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456456.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456455.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456454.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456453.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456452.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456451.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456450.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456449.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456448.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456447.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456446.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456445.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456444.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456443.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456442.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456441.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456440.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456439.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456438.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456437.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456436.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KX456435.1,Illumina,Mapping Iterative Assembler/MIA v. 1,NA
KY101631.1,NA,NA,NA
KY042020.1,NA,NA,NA
KY034415.1,NA,NA,NA
KY101632.1,NA,NA,NA
KY115221.1,NA,NA,NA
KY115220.1,NA,NA,NA
KY123267.1,NA,NA,NA
KY022422.1,NA,NA,NA
KY073882.1,NA,NA,NA
KX055572.1,Sanger dideoxy sequencing,NA,NA
KX055571.1,Sanger dideoxy sequencing,NA,NA
KX055570.1,Sanger dideoxy sequencing,NA,NA
KX055569.1,Sanger dideoxy sequencing,NA,NA
KX055568.1,Sanger dideoxy sequencing,NA,NA
KX055567.1,Sanger dideoxy sequencing,NA,NA
KX055566.1,Sanger dideoxy sequencing,NA,NA
KX055565.1,Sanger dideoxy sequencing,NA,NA
EF177447.1,NA,NA,NA
EF177446.1,NA,NA,NA
EF177445.1,NA,NA,NA
EF177444.1,NA,NA,NA
EF177443.1,NA,NA,NA
EF177442.1,NA,NA,NA
EF177441.1,NA,NA,NA
EF177440.1,NA,NA,NA
EF177439.1,NA,NA,NA
EF177438.1,NA,NA,NA
EF177437.1,NA,NA,NA
EF177436.1,NA,NA,NA
EF177435.1,NA,NA,NA
EF177434.1,NA,NA,NA
EF177433.1,NA,NA,NA
EF177432.1,NA,NA,NA
EF177431.1,NA,NA,NA
EF177430.1,NA,NA,NA
EF177429.1,NA,NA,NA
EF177428.1,NA,NA,NA
EF177427.1,NA,NA,NA
EF177426.1,NA,NA,NA
EF177425.1,NA,NA,NA
EF177424.1,NA,NA,NA
EF177423.1,NA,NA,NA
EF177422.1,NA,NA,NA
EF177421.1,NA,NA,NA
EF177420.1,NA,NA,NA
EF177419.1,NA,NA,NA
EF177418.1,NA,NA,NA
EF177417.1,NA,NA,NA
EF177416.1,NA,NA,NA
EF177415.1,NA,NA,NA
EF177414.1,NA,NA,NA
EF177413.1,NA,NA,NA
EF177412.1,NA,NA,NA
EF177411.1,NA,NA,NA
EF177410.1,NA,NA,NA
EF177409.1,NA,NA,NA
EF177408.1,NA,NA,NA
EF177407.1,NA,NA,NA
EF177406.1,NA,NA,NA
EF177405.1,NA,NA,NA
KY000078.1,NA,NA,NA
KX980415.1,NA,NA,NA
KX982250.1,NA,NA,NA
KX980417.1,NA,NA,NA
KX980414.1,NA,NA,NA
KX980416.1,NA,NA,NA
KY000076.1,NA,NA,NA
KY002059.1,NA,NA,NA
KX949569.1,NA,NA,NA
KX949567.1,NA,NA,NA
KX949568.1,NA,NA,NA
KX950712.1,NA,NA,NA
KX906927.1,NA,NA,NA
KX950711.1,NA,NA,NA
KX909929.1,NA,NA,NA
KX946875.1,NA,NA,NA
KX881968.1,NA,NA,NA
KX762108.1,Sanger dideoxy sequencing,Lasergene v. 7,NA
JX401416.2,NA,NA,NA
JN635301.2,NA,NA,NA
HM103356.2,NA,NA,NA
JN635306.1,NA,NA,NA
ON127705.1,Illumina,metaSPAdes v. 3.13.0,China
ON127704.1,Illumina,metaSPAdes v. 3.13.0,China
ON127703.1,Illumina,metaSPAdes v. 3.13.0,China
ON127702.1,Illumina,metaSPAdes v. 3.13.0,China
ON127701.1,Illumina,metaSPAdes v. 3.13.0,China
MH177804.1,Sanger dideoxy sequencing,NA,Taiwan
MH177803.1,Sanger dideoxy sequencing,NA,Taiwan
MH177802.1,Sanger dideoxy sequencing,NA,Taiwan
MH177801.1,Sanger dideoxy sequencing,NA,Taiwan
MH177800.1,Sanger dideoxy sequencing,NA,Taiwan
MH177797.1,Sanger dideoxy sequencing,NA,Taiwan
MH177796.1,Sanger dideoxy sequencing,NA,Taiwan
MH177795.1,Sanger dideoxy sequencing,NA,Taiwan
MH177794.1,Sanger dideoxy sequencing,NA,Taiwan
MH177793.1,Sanger dideoxy sequencing,NA,Taiwan
MH177792.1,Sanger dideoxy sequencing,NA,Taiwan
MH177791.1,Sanger dideoxy sequencing,NA,Taiwan
MH177788.1,Sanger dideoxy sequencing,NA,Taiwan
MH177784.1,Sanger dideoxy sequencing,NA,Taiwan
ON597814.1,Illumina; IonTorrent,Ion Torrent Suite v. 2016; MiSeq Reporter,Italy
JN635305.1,NA,NA,NA
JN635304.1,NA,NA,NA
JN635303.1,NA,NA,NA
JN635302.1,NA,NA,NA
JN635300.1,NA,NA,NA
JN635299.1,NA,NA,NA
JN635298.1,NA,NA,NA
HM103363.1,NA,NA,NA
HM103362.1,NA,NA,NA
HM103361.1,NA,NA,NA
HM103360.1,NA,NA,NA
HM103359.1,NA,NA,NA
HM103358.1,NA,NA,NA
HM103357.1,NA,NA,NA
HM103355.1,NA,NA,NA
HM103354.1,NA,NA,NA
KT768206.1,Sanger dideoxy sequencing,NA,France
KX856070.1,NA,NA,NA
KX831131.1,NA,NA,NA
KX868660.1,NA,NA,NA
KX868659.1,NA,NA,NA
KX868658.1,NA,NA,NA
KX868661.1,NA,NA,NA
KX866976.1,NA,NA,NA
KX851963.1,NA,NA,NA
KX833063.1,NA,NA,NA
KX868657.1,NA,NA,NA
KX868656.1,NA,NA,NA
KX866974.1,NA,NA,NA
KX859490.1,NA,NA,NA
KX863343.1,NA,NA,NA
KX866973.1,NA,NA,NA
KX844614.1,NA,NA,NA
KX866975.1,NA,NA,NA
KX856069.1,NA,NA,NA
KX146835.1,Sanger dideoxy sequencing,Autoassembler v. 2.0,NA
KX146834.1,Sanger dideoxy sequencing,Autoassembler v. 2.0,NA
KX146833.1,Sanger dideoxy sequencing,Autoassembler v. 2.0,NA
KX842079.1,NA,NA,NA
KX833065.1,NA,NA,NA
KX834328.1,NA,NA,NA
KX833062.1,NA,NA,NA
KX833061.1,NA,NA,NA
KX834327.1,NA,NA,NA
KX821320.1,NA,NA,NA
KX821321.1,NA,NA,NA
KX821323.1,NA,NA,NA
KX821325.1,NA,NA,NA
KX786649.1,NA,NA,NA
KX788213.1,NA,NA,NA
KX826484.1,NA,NA,NA
KX826085.1,NA,NA,NA
KX821319.1,NA,NA,NA
KX788148.1,NA,NA,NA
KX784190.1,NA,NA,NA
KX826782.1,NA,NA,NA
KX821322.1,NA,NA,NA
KX788165.1,NA,NA,NA
KX788154.1,NA,NA,NA
KX788153.1,NA,NA,NA
KX788152.1,NA,NA,NA
KX788151.1,NA,NA,NA
KX788150.1,NA,NA,NA
KX784191.1,NA,NA,NA
KX784185.1,NA,NA,NA
KX784186.1,NA,NA,NA
KX826783.1,NA,NA,NA
KX826503.1,NA,NA,NA
KX826502.1,NA,NA,NA
KX810193.1,NA,NA,NA
KX791432.1,NA,NA,NA
KX784494.1,NA,NA,NA
KX786650.1,NA,NA,NA
KX788147.1,NA,NA,NA
KX788168.1,NA,NA,NA
KX789083.1,NA,NA,NA
KX784189.1,NA,NA,NA
KX784187.1,NA,NA,NA
KX791433.1,NA,NA,NA
KX784188.1,NA,NA,NA
KX821326.1,NA,NA,NA
KX810062.1,NA,NA,NA
KX809696.1,NA,NA,NA
KX690094.1,NA,NA,NA
KX686743.1,NA,NA,NA
KX690095.1,NA,NA,NA
KX690209.1,NA,NA,NA
KX789084.1,NA,NA,NA
KX786651.1,NA,NA,NA
KX784496.1,NA,NA,NA
KX784495.1,NA,NA,NA
KX788167.1,NA,NA,NA
KX681447.1,NA,NA,NA
KX679399.1,NA,NA,NA
KT698038.1,NA,NA,Slovakia
KT698037.1,NA,NA,Poland
KT698036.1,NA,NA,Russia
KT698035.1,NA,NA,Poland
KT698034.1,NA,NA,Czech Republic
KT698033.1,NA,NA,Czech Republic
KT698032.1,NA,NA,Serbia
KT698030.1,NA,NA,Serbia
KT698029.1,NA,NA,Serbia
KT698027.1,NA,NA,Serbia
KT698026.1,NA,NA,Serbia
KT698025.1,NA,NA,Serbia
KT698024.1,NA,NA,Serbia
KT698023.1,NA,NA,Serbia
KT698022.1,NA,NA,Serbia
